"id","groupId","Authors","title","journal","volume","pages","date","bookTitle","note","publisher","editors","institution","tech","address"
"1487","3utgoff1982aaai"," P. E. Utgoff and T. M. Mitchell. "," Acquisition of Appropriate Bias for Inductive Concept Learning. ","","","",""," In Proc. of AAAI-82, ","","","","",""," Pittsburgh, PA, "
"1488","3utgoff1982aaai"," Paul Utgoff and Tom M. Mitchell. "," Acquisition of appropriate bias for inductive concept learning. ","",""," pages 414-417, ",""," In AAAI-82, ","","","","","",""
"1489","3utgoff1982ml"," Utgoff P. E. Mitchell Tom M. and Banerji R. B. "," Learning by experimentation: Acquiring and refining problem- solving heuristics.","","","",""," In Machine Learning. ",""," Tioga, ","","","",""
"1490","3utgoff1983"," P.E. Utgoff. "," Adjusting bias in concept learning. ","",""," pages 447-449, ",""," In IJCAI-83, ",""," Kaufmann. ","","",""," Los Angeles, CA,"
"1491","3utgoff1984phd"," Utgoff, P. E. "," Shift of bias for inductive concept learning. ","","","","","","","",""," Department of Computer Science,",""," Rutgers University, New Brunswick, NJ. "
"1492","3utgoff1984phd"," Paul Utgoff. "," Shift of bias for inductive concept learning. ","","","","","","","",""," Rutgers University, ","",""
"1493","3utgoff1984phd"," P. E. Utgoff. "," Shift of Bias for Inductive Concept Learning. ","","","","","","","",""," Rutgers, Laboratory for Computer Science Research, ","",""
"1494","3utgoff1984phd"," P. E. Utgoff. "," Shift of Bias for Inductive Concept Learning. ","","","","","","","",""," Rutgers, Laboratory for Computer Science Research, ","",""
"1495","3utgoff1984phd"," P. Utgoff. "," Shift of Bias for Inductive Concept Learning. ","","","","","","","",""," Rutgers, Laboratory for Computer Science Research, ","",""
"1496","3utgoff1984phd"," P. Utgoff. "," Shift of Bias for Inductive Concept Learning. ","","","","","","","",""," Rutgers, Laboratory for Computer Science Research, ","",""
"1497","3utgoff1986book"," Utgoff, P. E. "," Machine Learning of Inductive Bias. ",""," 12 ","","","",""," Kluwer Academic, ","","",""," Boston MA. "
"1498","3utgoff1986book"," Utgoff, P. E. ","","","","",""," Machine Learning of Inductive Bias. Hingham, ",""," MA: Kluwer. ","","","",""
"1499","3utgoff1986book"," Utgoff, P. E. ","","","","",""," Machine Learning of Inductive Bias. Hingham, ",""," MA: Kluwer. ","","","",""
"1500","3utgoff1986book"," P. Utgoff. ","","","","",""," Machine Learning of Inductive Bias. ",""," Kluwer Academic, ","","","",""
"1501","3utgoff1986book"," P. Utgoff. ","","","","",""," Machine Learning of Inductive Bias. ",""," Kluwer Academic, ","","","",""
"1502","3utgoff1986book"," Paul E. Utgoff. ","","","","",""," Machine Learning of Inductive Bias. ",""," Kluwer Academic Publishers, ","","","",""
"1503","3utgoff1986book"," Paul E. Utgoff. ","","","","",""," Machine Learning of Inductive Bias. ",""," Kluwer Academic Publishers, ","","","",""
"1504","3utgoff1986book"," P. E. Utgoff, ","","","","",""," Machine Learning of Inductive Bias. ",""," Kluwer Academic Publishers, ","","",""," Boston, MA: "
"1505","3utgoff1986book"," P. E. Utgoff, ","","","","",""," Machine Learning of Inductive Bias. ",""," Kluwer Academic Publishers, ","","",""," Boston, MA: "
"1506","3utgoff1986book"," P. E. Utgoff. ","","","","",""," Machine Learning of Inductive Bias. ",""," Kluwer Academic Publishers, ","","","",""
"1507","3utgoff1986book"," P. E. Utgoff. ","","","","",""," Machine Learning of Inductive Bias. ",""," Kluwer Academic Publishers, ","","","",""
"1508","3utgoff1986book"," P. E. Utgoff. ","","","","",""," Machine Learning of Inductive Bias. ",""," Kluwer Academic Publishers, ","","","",""
"1509","3utgoff1986book"," Utgoff, P. ","",""," Vol.15, "," 28 ",""," Machine Learning of Inductive Bias. "," Kluwer International Series in Engineering and Computer Science, "," Kluwer Academic. ","","","",""
"1510","3utgoff1986book"," Utgoff, P. E. ","",""," 32 ","",""," Machine Learning of Inductive Bias. ",""," Kluwer Academic Publishers, ","","","",""
"1511","3utgoff1986book"," Utgoff, P. E. ","",""," 32 ","",""," Machine Learning of Inductive Bias. ",""," Kluwer Academic Publishers, ","","","",""
"1512","3utgoff1986book"," P. Utgoff. ","","","","",""," Machine Learning of Inductive Bias. ",""," Kluwer Academic Publishers, ","","",""," Boston, MA, "
"1513","3utgoff1986book"," Utgoff, P. ","",""," Vol.15, "," 6 ",""," Machine Learning of Inductive Bias. "," Kluwer International Series in Engineering and Computer Science, "," Kluwer Academic. ","","","",""
"1514","3utgoff1986book"," Utgoff, P. E. ","",""," 35 ","",""," Machine Learning of Inductive Bias. ",""," Kluwer Academic Publishers, ","","","",""
"1515","3utgoff1986book"," Utgoff, P. E. ","",""," 35 ","",""," Machine Learning of Inductive Bias. ",""," Kluwer Academic Publishers, ","","","",""
"1516","3utgoff1986book"," Utgoff, P. E. ","",""," 35 ","",""," Machine Learning of Inductive Bias. ",""," Kluwer Academic Publishers, ","","","",""
"1517","3utgoff1986book"," Utgoff, P. ","",""," Vol.15, ","",""," Machine Learning of Inductive Bias. "," Kluwer International Series in Engineering and Computer Science, "," Kluwer Academic. ","","","",""
"1518","3utgoff1986book"," P.E. Utgoff. ","","","","",""," Machine Learning of Inductive Bias. ",""," Kluwer Academic Publishers, ","","","",""
"1519","3utgoff1986book"," Paul E. Utgoff, ","","","","","","   Machine Learning of Inductive Bias, ",""," Kluwer Academc Publisher, ","","",""," Boston, MA, "
"1520","3utgoff1986book"," Paul E. Utgoff, ","","","","","","   Machine Learning of Inductive Bias, ",""," Kluwer Academc Publisher, ","","",""," Boston, MA, "
"1521","3utgoff1986book"," Utgoff, P. E., ","","","","",""," Machine Learning of Inductive Bias. ",""," Kluwer Academic, ","","",""," Boston MA, "
"1522","3utgoff1986mlii 20."," P.E. Utgoff. "," Shift of bias for inductive concept-learning. ","",""," pages 107-148. ",""," Machine Learning: an artificial intelligence approach, "," This article was processed using the L a T E X macro package with LLNCS style "," Morgan Kaufmann, "," In R.S Michalski, J.G. Carbonell, and T.M. Mitchell, editors, ","","",""
"1523","3utgoff1986mlii 35."," Utgoff, P., ","   Shift of Bias for Inductive Learning,, ",""," Vol. II, "," pp. 107-148, ",""," in Machine Learning:  An Artificial Intelligence Approach,",""," Morgan Kaufman, "," R. Michalski, J. Carbonell, and T. Mitchell (eds.), ","",""," Los Altos, CA, "
"1524","4utgoff1986mlii 35."," Utgoff, P., ","   Shift of Bias for Inductive Learning,, ",""," Vol. II,"," pp. 107-148, ",""," in Machine Learning: An Artificial Intelligence Approach, ",""," Morgan Kaufman, "," R. Michalski, J. Carbonell, and T. Mitchell (eds.), ","",""," Los Altos, CA, "
"1525","4utgoff1986mlii 36."," Utgoff, P. "," Shift of bias for inductive concept learning. ","",""," pages 107-148. ",""," Machine Learning II, ",""," Morgan Kaufman. "," In Michalski, R., Carbonell, J., and Mitchell, T., editors, ","","",""
"1526","4utgoff1986mlii 36."," Utgoff, P. "," Shift of bias for inductive concept learning. ","",""," pages 107-148. ",""," Machine Learning II, ",""," Morgan Kaufman. "," In Michalski, R., Carbonell, J., and Mitchell, T., editors, ","","",""
"1527","4utgoff1986mlii 36."," Utgoff, P. "," Shift of bias for inductive concept learning. ","",""," pages 107-148. ",""," Machine Learning II, ",""," Morgan Kaufman. "," In Michalski, R., Carbonell, J., and Mitchell, T., editors, ","","",""
"1528","4utgoff1986mlii 36."," Utgoff, P. "," Shift of bias for inductive concept learning. ","",""," pages 107-148. ",""," Machine Learning II, ",""," Morgan Kaufman. "," In Michalski, R., Carbonell, J., and Mitchell, T., editors, ","","",""
"1529","4utgoff1986mlii"," P. Utgoff, ","   Shift of Bias for Inductive Learning,, ",""," Vol. II, "," pp. 107-148, ",""," in Machine Learning: An Artificial Intelligence Approach, ",""," Morgan Kaufman, "," R. Michalski, J. Carbonell, and T. Mitchell (eds.), ","",""," Los Altos, CA, "
"1530","4utgoff1986mlii"," P. Utgoff, ","   Shift of Bias for Inductive Learning,, ","","Vol. II, "," pp. 107-148, ",""," in Machine Learning: An Artificial Intelligence Approach, ",""," Morgan Kaufman, "," R. Michalski, J. Carbonell, and T. Mitchell (eds.), ","",""," Los Altos, CA, "
"1531","4utgoff1986mlii"," Utgoff, P. ","   Shift of Bias For Inductive Concept Learning, ",""," Vol. II. ","pp.107-148. ",""," Machine Learning: An AI Approach, ",""," Morgan Kaufmann), "," Eds) in Michalski R., Carbonell J. & Mitchell T.( ","",""," Los Altos, CA: "
"1532","4utgoff1986mlii"," Utgoff, P. "," Shift of bias for inductive concept learning. ",""," Vol. II, "," pp. 107-148. ",""," Machine Learning: An Artificial Intelligence Approach,",""," Morgan Kaufman. "," In Michalski, R. S., Carbonell, J. G., & Mitchell, T. M. (Eds.), ","","",""
"1533","4utgoff1986mlii"," Utgoff, P. "," Shift of bias for inductive concept learning. ",""," Vol. II, "," pp. 107-148. ",""," Machine Learning: An Artificial Intelligence Approach,",""," Morgan Kaufman. "," In Michalski, R. S., Carbonell, J. G., & Mitchell, T. M. (Eds.), ","","",""
"1534","4utgoff1986mlii"," Utgoff, P. "," Shift of bias for inductive concept learning. ",""," volume 2, "," pages 163-190. ",""," Machine Learning, ",""," Morgan Kaufmann, "," In Michalski, R., Carbonell, J., and Mitchell, T., editors, ","",""," Los Altos, CA. "
"1535","4utgoff1986mlii"," Utgoff, P. "," Shift of bias for inductive concept learning. ",""," volume 2, "," pages 163-190. ",""," Machine Learning, ",""," Morgan Kaufmann, "," In Michalski, R., Carbonell, J., and Mitchell, T., editors, ","",""," Los Altos, CA. "
"1536","4utgoff1986mlii"," Utgoff, P. "," Shift of bias for inductive concept learning. ",""," volume 2, "," pages 163-190. ",""," Machine Learning, ",""," Morgan Kaufmann, "," In Michalski, R., Carbonell, J., and Mitchell, T., editors, ","",""," Los Altos, CA. "
"1537","4utgoff1986mlii"," Utgoff, P. "," Shift of bias for inductive concept learning.",""," volume 2. ","",""," In Machine Learning,",""," Morgan Kaufmann, ","","",""," Los Altos, CA. "
"1538","4utgoff1986mlii"," Utgoff, P. "," Shift of bias for inductive concept learning.",""," volume 2. ","",""," In Machine Learning,",""," Morgan Kaufmann, ","","",""," Los Altos, CA. "
"1539","4utgoff1986mlii"," Utgoff, P. "," Shift of bias for inductive concept learning. ",""," volume 2. ","","","In Machine Learning,",""," Morgan Kaufmann, ","","",""," Los Altos, CA. "
"1540","4utgoff1986mlii"," Utgoff, P. "," Shift of bias for inductive concept learning.",""," volume 2. ","",""," In Machine Learning,",""," Morgan Kaufmann, ","","",""," Los Altos, CA. "
"1541","4utgoff1986mlii"," Utgoff, P. "," Shift of bias for inductive concept learning.",""," volume 2. ","",""," In Machine Learning,",""," Morgan Kaufmann, ","","",""," Los Altos, CA. "
"1542","4utgoff1986mlii"," Utgoff, P. "," Shift of bias for inductive concept learning.","","volume 2. ","",""," Machine Learning: An Artificial Intelligence Approach, ",""," Morgan Kauf-mann. ","","",""," Los Altos, CA: "
"1543","4utgoff1986mlii"," Utgoff, P. "," Shift of bias for inductive concept learning. ","",""," 107-148. ","","Machine Learning: An Artificial Intelligence Approach II. ",""," Morgan Kaufmann: "," editors In Michalski, R.; Carbonell, J.; and Mitchell, T., ","",""," Los Altos, CA. "
"1544","4utgoff1986mlii"," Utgoff, P. E. "," Shift of Bias for Inductive Concept Learning. ","","","",""," Machine learning. ","",""," In R. S. Michalski, J. G. Carbonell, & T. ","","",""
"1545","4utgoff1986mlii"," Utgoff, P. E. "," Shift of bias for inductive concept learning. ","","","",""," Machine learning: An artificial intelligence approach. ",""," Morgan Kaufmann. "," In Michalski, Carbonell & Mitchell (Eds.), ","",""," San Mateo, CA: "
"1546","4utgoff1986mlii"," Utgoff, P. E. "," Shift of bias for inductive concept learning. ","","","",""," Machine learning: An artificial intelligence approach. ",""," Morgan Kaufmann. "," In Michalski, Carbonell & Mitchell (Eds.), ","",""," San Mateo, CA: "
"1547","4utgoff1986mlii"," Utgoff, P. E. "," Shift of bias for inductive concept learning. "," Machine Learning, "," Vol. 2, chap. 5, "," pp. 107-148. ","","",""," Morgan Kaufmann. "," In Michalski, Carbonell, & Mitchell (Eds.), ","",""," San Mateo, CA: "
"1548","4utgoff1986mlii"," Utgoff, P. E. "," Shift of bias for inductive concept learning. "," Machine Learning, "," Vol.2, chap. 5, "," pp. 107-148. ","","",""," Morgan Kaufmann. "," In Michalski, Carbonell, & Mitchell (Eds.), ","",""," San Mateo, CA: "
"1549","4utgoff1986mlii"," Utgoff, P. E. "," Shift of bias for inductive concept learning. ",""," Vol. II, "," pp. 107-148. ",""," Machine Learning: An Artificial Intelligence Approach,",""," Morgan Kaufmann, "," In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.), ","",""," Los Altos, CA. "
"1550","4utgoff1986mlii"," Utgoff, P. E. "," Shift of bias for inductive concept learning. ",""," Vol. II, "," pp. 107-148. ",""," Machine Learning: An Artificial Intelligence Approach,",""," Morgan Kaufmann, "," In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.), ","",""," Los Altos, CA. "
"1551","4utgoff1986mlii"," Utgoff, P. E. "," Shift of bias for inductive concept learning. ",""," Vol. II, "," pp. 107-148. ",""," Machine Learning: An Artificial Intelligence Approach,",""," Morgan Kaufmann, "," In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.), ","",""," Los Altos, CA. "
"1552","4utgoff1986mlii"," Utgoff, P. E. "," Shift of Bias for Inductive Concept Learning. ","","","","","","",""," In R. S. Michalski, J. G. ","","",""
"1553","4utgoff1986mlii"," Utgoff, P. E., "," Shift of Bias for Inductive Concept Learning. ","","Volume II,","",""," In Machine Learning:  An Artificial Intelligence Approach: ","",""," eds R. ","","",""
"1554","4utgoff1986mlii"," Utgoff, P. E., "," Shift of Bias for Inductive Concept Learning. ",""," Volume II,","",""," In Machine Learning: An Artificial Intelligence Approach: ","",""," eds R. ","","",""
"1555","4utgoff1986mlii"," Utgoff, P., "," Shift of Bias for Inductive Concept Learning, ",""," Vol. II, ","",""," in Machine Learning:  An Artificial Intelligence Approach",""," Morgan Kaufmann Publishers, "," Michalski, R.S., Carbonell, J.G., and Mitchell, T. M. (Eds.), ","","",""
"1556","4utgoff1986mlii"," Utgoff, P.E. "," Shift of bias for inductive concept learning. ","","","","","","",""," In J.G.  Carbonell, R.S.  ","","",""
"1557","4utgoff1986mlii"," Utgoff, P.E., "," Shift of Bias for Inductive Learning, ","","Vol. II, ","",""," Machine Learning: An Artificial Intelligence Approach, ",""," Morgan Kaufmann, "," J.G. Carbonell and T.M. Mitchell (Eds.) R.S. Michalski (Eds.), ","",""," Los Altos, CA, "
"1558","4utgoff1986mlii"," Utgoff, Paul E. "," Shift of Bias for Inductive Concept Learning. ","","","","","","",""," In R. T. Michalski, J. Carbonell, ","","",""
"1559","4utgoff1986mlii"," P.E. Utgoff. "," Shift of bias for inductive concept learning. ","","Volume II. ","",""," Machine Learning: An Artificial Intelligence Approach, ",""," Morgan Kaufmann, "," In R.S. Michalski, J.G. Carbonell, and T.M. Mitchell, editors, ","","",""
"1560","4utgoff1986mlii"," P.E. Utgoff. "," Shift of bias for inductive concept learning. ",""," Volume II. ","",""," Machine Learning: An Artificial Intelligence Approach,",""," Morgan Kaufmann, "," In R.S. Michalski, J.G. Carbonell, and T.M. Mitchell, editors, ","","",""
"1561","4utgoff1986mlii"," P.E. Utgoff. "," Shift of bias for inductive concept learning. ","","Volume II. ","",""," Machine Learning: An Artificial Intelligence Approach, ",""," Morgan Kaufmann, ","  In R.S. Michalski, J.G. Carbonell, and T.M. Mitchell, editors, ","","",""
"1562","4utgoff1986mlii"," Utgoff, P. E. "," Shift of bias of induc tive concept learning. ","","Vol II. "," 107-148. ",""," Machine Learning: An Artificial Intelligence Approach, ",""," Morgan Kaufmann Publishers. "," In Michalski, R.S.; Carbonell, J.G.; and T.M., Mitchell, ","","",""
"1563","4utgoff1986mlii"," Utgoff, P. E. "," Shift of bias of inductive concept learning. ","","Vol II. "," 107-148. ",""," Machine Learning: An Artificial Intelligence Approach, ",""," Morgan Kaufmann Publishers. "," In Michalski, R.S.; Carbonell, J.G.; and T.M.,  Mitchell, ","","",""
"1564","4utgoff1986mlii"," Utgoff, P. E. "," Shift of bias of inductive concept learning. ",""," Vol II. "," 107-148. ",""," Machine Learning: An Artificial Intelligence Approach,",""," Morgan Kaufmann Publishers. "," In Michalski, R.S.; Carbonell, J.G.; and T.M., Mitchell, ","","",""
"1565","4utgoff1986mlii"," Utgoff, P. E. "," Shift of bias of inductive concept learning. ",""," Vol II. "," 107-148. ",""," Machine Learning: An Artificial Intelligence Approach,",""," Morgan Kaufmann Publishers. "," In Michalski, R.S.; Carbonell, J.G.; and T.M., Mitchell, ","","",""
"1566","4utgoff1986mlii"," Utgoff, P. E. "," Shift of bias of inductive concept learning. ",""," Vol II. "," 107-148. ",""," Machine Learning: An Artificial Intelligence Approach,",""," Morgan Kaufmann Publishers. "," In Michalski, R.S.; Carbonell, J.G.; and T.M., Mitchell, ","","",""
"1567","4utgoff1986mlii"," P. E. Utgoff. "," Shift of bias for Inductive Concept Learning.",""," II. ","",""," In Machine learning",""," Morgan Kaufman, ","","","",""
"1568","4utgoff1986mlii"," P. Utgoff, "," Shift of bias for inductive concept learning, ","",""," 107-149. ",""," Machine Learning: An Artificial Intelligence Approach 2 (Springer-Verlag, ","",""," in: R.S. Mickalski, J.G. Carbonell and T.M. Mitchell, eds., ","",""," Palo Alto (CA), "
"1569","4utgoff1986mlii"," P. Utgoff, "," Shift of bias for inductive concept learning,. ","",""," 107-149. ",""," Machine Learning: An Artificial Intelligence Approach 2 (Springer-Verlag, ","",""," in: R.S. Mickalski, J.G Carbonell and T.M. Mitchell, eds., ","",""," Palo Alto (CA), "
"1570","4utgoff1986mlii"," P. Utgoff. "," Shift of bias for inductive concept learning. ",""," volume III. ","","","In Machine Learning:  An Artificial Intelligence Approach,",""," Morgan Kaufmann, ","","",""," San Mateo, CA, USA, "
"1571","4utgoff1986mlii"," Utgoff, P. "," Shift of bias for inductive concept learning. ","","Vol II ","(pp. 107-148 ",""," Machine Learning: An Artificial Intelligence Approach: ",""," Morgan Kaufmann. "," In R. Michal ski, J. Carbonell and T. Mitchell (Eds.), ","",""," Los Altos: "
"1572","4utgoff1986mlii"," P. E. Utgoff. "," Shift of bias for inductive concept learning. ",""," 10 "," pages 107-148, ",""," Machine Learning: An Artificial Intelligence Approach, ",""," Morgan Kaufmann. "," In R. S. Michalski, J. G. Carbonell, and T. M. Mitchell, editors, ","",""," Los Altos, CA, "
"1573","4utgoff1986mlii"," P. Utgoff. "," Shift of bias for inductive concept learning. ","","volume 2. ","","","In Machine Learning,",""," Morgan Kaufmann, ","","",""," Los Altos, CA, "
"1574","4utgoff1986mlii"," P. Utgoff. "," Shift of bias for inductive concept learning. "," Machine Learning, "," volume 2, "," pages 163-190. ","","",""," Morgan Kauf-mann, "," In R. Michalski, J. Carbonell, and T. Mitchell, editors, ","",""," Los Altos, CA, "
"1575","4utgoff1986mlii"," P. Utgoff. "," Shift of bias for inductive concept learning. "," Machine Learning, "," volume 2, "," pages 163-190. ","","",""," Morgan Kaufmann, "," In R. Michalski, J. Carbonell, and T. Mitchell, editors, ","",""," Los Altos, CA, "
"1576","4utgoff1986mlii"," P. Utgoff. "," Shift of bias for inductive concept learning. "," Machine Learning, "," volume 2, "," pages 163-190. ","","",""," Morgan Kaufmann, "," In R. Michalski, J. Carbonell, and T. Mitchell, editors, ","",""," Los Altos, CA, "
"1577","4utgoff1986mlii"," P. Utgoff. "," Shift of bias for inductive concept learning. "," Machine Learning, "," volume 2, "," pages 163-190. ","","",""," Morgan Kaufmann, "," In R. Michalski, J. Carbonell, and T. Mitchell, editors, ","",""," Los Altos, CA, "
"1578","4utgoff1986mlii"," Utgoff, P. "," Shift of bias for inductive concept learning. ",""," Vol II"," (pp.  107-148 ",""," Machine Learning: An Artificial Intelligence Approach:",""," Morgan Kaufmann. "," In R. Michal-ski, J. Carbonell and T. Mitchell (Eds.), ","",""," Los Altos: "
"1579","4utgoff1986mlii"," P E Utgoff. "," Shift of bias for inductive concept learning. ",""," (Volume 2). ","",""," Machine Learning: An Artificial Intelligence Approach",""," Morgan Kaufmann, "," In R S Michalski, J G Carbonell, and T M Mitchell, editors, ","","",""
"1580","4utgoff1986mlii"," Utgoff, Paul E. "," Shift of bias for inductive concept learning. ","","Volume II, "," pages 107-148. ",""," Machine Learning. An Artificial Intelligence Approach. ",""," Morgan Kauf-mann, "," In Michalski, Ryszard S., Car-bonell, Jaime G., and Mitchell, Tom M., editors, ","",""," Los Altos, CA, "
"1581","4utgoff1986mlii"," Utgoff, Paul E. "," Shift of bias for inductive concept learning. ",""," Volume II, "," pages 107-148. ",""," Machine Learning. An Artificial Intelligence Approach.",""," Morgan Kaufmann, "," In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors, ","",""," Los Altos, CA, "
"1582","4utgoff1986mlii"," Utgoff, Paul E. "," Shift of bias for inductive concept learning. ","","Volume II, "," pages 107-148. ",""," Machine Learning. An Artificial Intelligence Approach. ",""," Morgan Kaufmann, "," In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors, ","",""," Los Altos, CA, "
"1583","4utgoff1986mlii"," P. E. "," Utgoff   Shift of Bias for Inductive Concept Learning   ","","","",""," in Machine Learning:  An Artificial Intelligence Approach, ",""," Morgan Kaufmann. ","","","",""
"1584","4utgoff1986mlii"," P. E. "," Utgoff   Shift of Bias for Inductive Concept Learning   ","","","",""," in Machine Learning: An Artificial Intelligence Approach,",""," Morgan Kaufmann. ","","","",""
"1585","4utgoff1986mlii"," Utgoff, P. E. "," Shift of Bias for Inductive Concept Learning. ",""," Volume II, "," pp. 107-148. ",""," Machine Learning: An Artificial Intelligence Approach,",""," Morgan Kaufmann, "," In R. S. Michalski, J. G. Carbonell and T. M. Mitchell, Ed., ","",""," Los Altos, CA, "
"1586","4utgoff1986mlii"," P. Utgoff. "," Shift Of Bias For Inductive Concept Learning. "," Machine Learning, ",""," page 107. ","","",""," Morgan Kaufman, "," In R. S. Michalshi, J. G. Carbonell, and T. M. Mitchell, editors, ","",""," Los Altos, Ca, "
"1587","4utgoff1986mlii"," P. Utgoff. "," Shift Of Bias For Inductive Concept Learning. "," Machine Learning, ",""," page 107. ","","",""," Morgan Kaufman, "," In R. S. Michalshi, J. G. Carbonell, and T. M. Mitchell, editors, ","",""," Los Altos, Ca, "
"1588","4utgoff1986mlii"," P. Utgoff. "," Shift Of Bias For Inductive Concept Learning. "," Machine Learning, ",""," page 107. ","","",""," Morgan Kaufman, "," In R. S. Michalshi, J. G. Carbonell, and T. M. Mitchell, editors, ","",""," Los Altos, Ca, "
"1589","4utgoff1987"," Utgoff, P. E., & Saxena, S. "," Learning a preference predicate. ","",""," (pp. 115-121). ",""," Proceedings of the Fourth International Workshop on Machine Learning ",""," Morgan Kauf-mann. ","","",""," Irvine, CA: "
"1590","4utgoff1987"," Utgoff, P., and Saxena, S. "," Learning a preference predicate. ","",""," 115-121. ",""," In Proceedings of the Fourth International Workshop on Machine Learning, ","","","","","",""
"1591","4utgoff1987"," P. Utgoff and S. Saxena, ","   Learning a Preference Predicate, ","",""," pp. 115-121, ",""," Proceedings of the 4th International Conference on Machine Learning, ","","","","","",""
"1592","4utgoff1987"," Utgoff, P. and Saxena, S. "," Learning a preference predicate. ","",""," pages 115-121. ",""," In Proceedings of the Fourth International Workshop on Machine Learning, ","","","","","",""
"1593","4utgoff1988aaai 41."," Utgoff, P.E., and P.S. Heitman. "," Learning and Generalizing Move Selection Preferences. ","",""," 36-40. ",""," In Proceedings of the AAAI 1988 Spring Symposium Series: Computer Game Playing, ","","","","",""," Stanford, California. "
"1594","4utgoff1988iid"," Utgoff P.E. ","   ID5: An Incremental ID3, ","","","",""," in Proc. of 5th International Workshop on Machine Learning , J. ",""," Morgan Kaufmann Inc. "," Laird (ed.), ","",""," Ann Harbour, "
"1595","4utgoff1988iid"," Utgoff P.E. ","   ID5: An Incremental ID3, ","","","",""," in Proc. of 5th International Workshop on Machine Learning , J. ",""," Morgan Kaufmann Inc. "," Laird (ed.), ","",""," Ann Harbour, "
"1596","4utgoff1988iid"," Utgoff, P. "," ID5R: An incremental ID3. ",""," 27 ","  (pp. 107 - 120).",""," Proceedings of the Fifth International Conference on Machine Learning",""," Morgan Kaufmann. ","","",""," Ann Arbor, Michigan: "
"1597","4utgoff1988iid"," Utgoff, P. "," ID5R: An incremental ID3. ",""," 28 "," (pp. 107 - 120).",""," Proceedings of the Fifth International Conference on Machine Learning ",""," Morgan Kaufmann. ","","","","Ann Arbor, Michigan: "
"1598","4utgoff1988iid"," Utgoff, P. "," ID5: An Incremental ID3. ","",""," 107-120. ",""," In Proceedings of the Fifth International Conference on Machine Learning. ","","","","","",""
"1599","4utgoff1988iid"," Utgoff, P. "," ID5: An Incremental ID3. ","",""," 107-120. ",""," In Proceedings of the Fifth International Conference on Machine Learning. ","","","","","",""
"1600","4utgoff1988iid"," Utgoff, P. "," ID5: An Incremental ID3. ","",""," 107-120. ",""," In Proceedings of the Fifth International Conference on Machine Learning. ","","","","","",""
"1601","4utgoff1988iid"," Utgoff, P. "," ID5: An Incremental ID3. ","",""," 107-120. ",""," In Proceedings of the Fifth International Conference on Machine Learning. ","","","","","",""
"1602","4utgoff1988iid"," Utgoff, P. E. "," An incremental ID3. ","","","",""," In Proceedings of the Fifth National Conference on Machine Learning. ","","","","","",""
"1603","4utgoff1988iid"," Utgoff, P. E. "," ID5: An incremental ID3. ","",""," (pp. 107-120). ",""," In Proceedings of the Fifth International Conference on Machine Learning ",""," Morgan Kaufmann. ","","",""," Ann Arbor, MI: "
"1604","4utgoff1988iid"," Utgoff, P. E. "," ID5: An incremental ID3. ","",""," (pp. 107-120). ",""," In Proceedings of the Fifth International Conference on Machine Learning ",""," Morgan Kaufmann. ","","",""," Ann Arbor, MI: "
"1605","4utgoff1988iid"," P. Utgoff. ID5: "," An Incremental ID3. ","",""," pages 107-120, ",""," In Proceedings of the Fifth International Conference on Machine Learning, ","","","","","",""
"1606","4utgoff1988iid"," P. Utgoff. ID5: "," An incremental ID3. ","",""," pages 107-120. ",""," In Proc. 5th Intl. Conf. Mach. Learning, ",""," Morgan Kaufmann, ","","","",""
"1607","4utgoff1988iid"," P. Utgoff. ID5: "," An incremental ID3. ","",""," pages 107-120. ",""," In Proc. 5th Intl. Conf. Mach. Learning, ",""," Morgan Kaufmann, ","","","",""
"1608","4utgoff1988iid"," P. Utgoff. ID5: "," An incremental ID3. ","",""," pages 107-120. ",""," In Proc. 5th Intl. Conf. Mach. Learning, ",""," Morgan Kaufmann, ","","","",""
"1609","4utgoff1988iid"," Utgoff, P. E. "," Id5: an incremental id3. ","",""," pp. 107-120. ",""," In Proc. 5th Int. Conf. on Machine Learning Ca, ",""," Kaufmann, "," J. Laird, Ed., ","","",""
"1610","4utgoff1988iid"," P. E. Utgoff. Id5: "," an incremental id3. ","",""," pages 107-120, ",""," Proc. 5th Int. Conf. on Machine Learning, ",""," Kaufmann, "," In J. Laird, editor,","",""," Ca, "
"1611","4utgoff1988iid"," Paul E. Utgoff. ID5: "," An incremental ID3. ","",""," pages 107-120, ","June 1988. "," Proceedings of the Fifth International Conference on Machine Learning, ",""," Morgan Kaufman. "," In John E. Laird, editor, ","",""," San Mateo, CA, "
"1612","4utgoff1988iid"," P. E. Utgoff. "," An incremental ID3. ","","","",""," In Proceedings of the Fifth National Conference on Machine Learning, ","","","","","",""
"1613","4utgoff1988iid"," Utgoff, P.E.; ID5: "," An Incremental ID3. ","",""," pp 107-120. ",""," Proceedings of the Fifth National Conference on Machine Learning, ","","",""," University of Michigan, ","",""
